VM_Name	vCenter	Timestamp	cpu.ready.summation	cpu.usage.average	cpu.usagemhz.average	disk.maxtotallatency.latest	disk.usage.average	mem.consumed.average	mem.usage.average	mem.vmmemctl.average	net.usage.average
AIRFLOW1	vcsa67.belpsb.by	04.12.25 15:00:00	29064	7.37	2361	0	119	134205436	1.07	0	1739
AIRFLOW1	vcsa67.belpsb.by	04.12.25 15:30:00	19043	2.41	774	0	152	134205436	0.99	0	605
AIRFLOW1	vcsa67.belpsb.by	04.12.25 16:00:00	18583	2.35	754	0	194	134205436	0.99	0	586
AIRFLOW1	vcsa67.belpsb.by	04.12.25 16:30:00	12339	1	322	0	64	134205436	0.99	0	145
AIRFLOW1	vcsa67.belpsb.by	04.12.25 17:00:00	13225	1.32	423	0	100	134205436	0.99	0	218
AIRFLOW1	vcsa67.belpsb.by	04.12.25 17:30:00	10687	0.82	264	0	35	134205436	0.99	0	107
AIRFLOW1	vcsa67.belpsb.by	04.12.25 18:00:00	12292	1.02	327	0	65	134205436	0.99	0	176
AIRFLOW1	vcsa67.belpsb.by	04.12.25 18:30:00	8136	0.79	256	0	55	134205436	1.02	0	113
AIRFLOW1	vcsa67.belpsb.by	04.12.25 19:00:00	6493	0.88	284	0	60	134205436	0.99	0	158
AIRFLOW1	vcsa67.belpsb.by	04.12.25 19:30:00	9629	0.8	257	0	35	134205436	1.06	0	106
AIRFLOW1	vcsa67.belpsb.by	04.12.25 20:00:00	11240	1.02	328	0	60	134205436	0.99	0	159
AIRFLOW1	vcsa67.belpsb.by	04.12.25 20:30:00	5741	0.69	223	0	35	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	04.12.25 21:00:00	10940	1.01	325	0	117	134205436	0.99	0	158
AIRFLOW1	vcsa67.belpsb.by	04.12.25 21:30:00	6417	0.74	237	0	35	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	04.12.25 22:00:00	9521	0.98	317	0	195	134205436	0.99	0	158
AIRFLOW1	vcsa67.belpsb.by	04.12.25 22:30:00	6982	0.76	244	0	35	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	04.12.25 23:00:00	8002	0.94	301	0	60	134205436	0.99	0	157
AIRFLOW1	vcsa67.belpsb.by	04.12.25 23:30:00	5087	0.67	216	0	36	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	05.12.25 00:00:00	10744	1	323	0	265	134205436	1.02	0	158
AIRFLOW1	vcsa67.belpsb.by	05.12.25 00:30:00	10626	0.85	273	0	35	134205436	0.99	0	105
AIRFLOW1	vcsa67.belpsb.by	05.12.25 01:00:00	9345	1	323	0	76	134205436	1.02	0	160
AIRFLOW1	vcsa67.belpsb.by	05.12.25 01:30:00	7206	0.77	249	0	35	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	05.12.25 02:00:00	7449	0.91	294	0	59	134205436	0.99	0	159
AIRFLOW1	vcsa67.belpsb.by	05.12.25 02:30:00	4888	0.66	212	0	35	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	05.12.25 03:00:00	5596	0.83	268	0	58	134205436	1.01	0	158
AIRFLOW1	vcsa67.belpsb.by	05.12.25 03:30:00	9565	0.81	260	0	35	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	05.12.25 04:00:00	6945	0.88	283	0	60	134205436	0.99	0	160
AIRFLOW1	vcsa67.belpsb.by	05.12.25 04:30:00	6321	0.72	232	0	35	134205436	0.99	0	105
AIRFLOW1	vcsa67.belpsb.by	05.12.25 05:00:00	5935	0.85	275	0	53	134205436	1.07	0	158
AIRFLOW1	vcsa67.belpsb.by	05.12.25 05:30:00	8144	0.8	257	0	36	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	05.12.25 06:00:00	7790	0.88	284	0	58	134205436	0.99	0	157
AIRFLOW1	vcsa67.belpsb.by	05.12.25 06:30:00	8220	0.73	234	0	36	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	05.12.25 07:00:00	8442	0.88	283	0	60	134205436	1.06	0	157
AIRFLOW1	vcsa67.belpsb.by	05.12.25 07:30:00	7553	0.72	231	0	35	134205436	0.99	0	106
AIRFLOW1	vcsa67.belpsb.by	05.12.25 08:00:00	8236	0.88	282	0	59	134205436	0.99	0	156
AIRFLOW1	vcsa67.belpsb.by	05.12.25 08:30:00	7477	0.72	234	0	37	134205436	0.99	0	110
AIRFLOW1	vcsa67.belpsb.by	05.12.25 09:00:00	10431	2.29	735	0	291	134205436	1.02	0	383
AIRFLOW1	vcsa67.belpsb.by	05.12.25 09:30:00	16494	12.11	3877	0	267	134205436	0.99	0	1817
AIRFLOW1	vcsa67.belpsb.by	05.12.25 10:00:00	14600	2.99	959	0	319	134205436	0.99	0	641
AIRFLOW1	vcsa67.belpsb.by	05.12.25 10:30:00	13515	4.78	1530	0	140	134205436	0.99	0	992
AIRFLOW1	vcsa67.belpsb.by	05.12.25 11:00:00	17181	8.45	2705	0	249	134205436	1.06	0	1536
AIRFLOW1	vcsa67.belpsb.by	05.12.25 11:30:00	18241	9.89	3168	0	192	134205436	1.02	0	1935
AIRFLOW1	vcsa67.belpsb.by	05.12.25 12:00:00	12790	2.58	828	0	153	134205436	1.05	0	543
AIRFLOW1	vcsa67.belpsb.by	05.12.25 12:30:00	10725	1.75	561	0	55	134205436	1.1	0	402
AIRFLOW1	vcsa67.belpsb.by	05.12.25 13:00:00	10884	1.75	563	0	85	134205436	0.99	0	451
AIRFLOW1	vcsa67.belpsb.by	05.12.25 13:30:00	14349	5.39	1726	0	163	134205436	0.99	0	1330
AIRFLOW1	vcsa67.belpsb.by	05.12.25 14:00:00	13614	4.62	1481	0	132	134205436	1.02	0	1130
AIRFLOW1	vcsa67.belpsb.by	05.12.25 14:30:00	12303	2.87	921	0	74	134205436	0.99	0	764
AIRFLOW1	vcsa67.belpsb.by	05.12.25 15:00:00	12362	3.11	997	0	116	134205436	1.02	0	1078
AIRFLOW1	vcsa67.belpsb.by	05.12.25 15:30:00	16310	6.55	2097	0	161	134205436	0.99	0	1739
AIRFLOW1	vcsa67.belpsb.by	05.12.25 16:00:00	15824	7.3	2337	0	142	134205436	0.99	0	1923
AIRFLOW1	vcsa67.belpsb.by	05.12.25 16:30:00	13458	4.38	1403	0	111	134205436	0.99	0	1191
AIRFLOW1	vcsa67.belpsb.by	05.12.25 17:00:00	12585	2.13	684	0	94	134205436	0.99	0	656
AIRFLOW1	vcsa67.belpsb.by	05.12.25 17:30:00	11268	1.68	540	0	42	134205436	0.99	0	403
AIRFLOW1	vcsa67.belpsb.by	05.12.25 18:00:00	11564	1.82	585	0	70	134205436	1.06	0	459
AIRFLOW1	vcsa67.belpsb.by	05.12.25 18:30:00	11374	1.66	531	0	41	134205436	0.99	0	399
AIRFLOW1	vcsa67.belpsb.by	05.12.25 19:00:00	11547	1.82	585	0	66	134205436	1.08	0	455
AIRFLOW1	vcsa67.belpsb.by	05.12.25 19:30:00	11498	1.68	540	0	42	134205436	0.99	0	405
AIRFLOW1	vcsa67.belpsb.by	05.12.25 20:00:00	11965	1.84	589	0	65	134205436	0.99	0	456
AIRFLOW1	vcsa67.belpsb.by	05.12.25 20:30:00	11054	1.66	533	0	41	134205436	0.99	0	405
AIRFLOW1	vcsa67.belpsb.by	05.12.25 21:00:00	10981	1.81	582	0	66	134205436	0.99	0	459
AIRFLOW1	vcsa67.belpsb.by	05.12.25 21:30:00	10588	1.67	538	0	42	134205436	0.99	0	403
AIRFLOW1	vcsa67.belpsb.by	05.12.25 22:00:00	11250	1.81	583	0	78	134205436	1.02	0	451
AIRFLOW1	vcsa67.belpsb.by	05.12.25 22:30:00	10671	1.65	531	0	42	134205436	0.99	0	405
AIRFLOW1	vcsa67.belpsb.by	05.12.25 23:00:00	11367	1.83	588	0	70	134205436	0.99	0	457
AIRFLOW1	vcsa67.belpsb.by	05.12.25 23:30:00	10992	1.68	538	0	42	134205436	1.11	0	405
AIRFLOW1	vcsa67.belpsb.by	06.12.25 00:00:00	12072	1.85	594	0	97	134205436	0.99	0	459
AIRFLOW1	vcsa67.belpsb.by	06.12.25 00:30:00	11497	1.68	538	0	42	134205436	1.02	0	404
AIRFLOW1	vcsa67.belpsb.by	06.12.25 01:00:00	11513	1.83	589	0	73	134205436	1.07	0	456
AIRFLOW1	vcsa67.belpsb.by	06.12.25 01:30:00	11360	1.65	531	0	42	134205436	0.99	0	400
AIRFLOW1	vcsa67.belpsb.by	06.12.25 02:00:00	11721	1.85	595	0	67	134205436	0.99	0	461
AIRFLOW1	vcsa67.belpsb.by	06.12.25 02:30:00	11697	1.69	542	0	42	134205436	1.06	0	404
AIRFLOW1	vcsa67.belpsb.by	06.12.25 03:00:00	11790	1.83	589	0	68	134205436	0.99	0	457
AIRFLOW1	vcsa67.belpsb.by	06.12.25 03:30:00	10628	1.66	535	0	41	134205436	0.99	0	406
AIRFLOW1	vcsa67.belpsb.by	06.12.25 04:00:00	11581	1.83	587	0	67	134205436	0.99	0	460
AIRFLOW1	vcsa67.belpsb.by	06.12.25 04:30:00	11523	1.67	535	0	41	134205436	0.99	0	404
AIRFLOW1	vcsa67.belpsb.by	06.12.25 05:00:00	11204	1.76	564	0	66	134205436	0.99	0	440
AIRFLOW1	vcsa67.belpsb.by	06.12.25 05:30:00	11508	1.7	546	0	45	134205436	1.09	0	408
AIRFLOW1	vcsa67.belpsb.by	06.12.25 06:00:00	11074	1.81	582	0	85	134205436	0.99	0	455
AIRFLOW1	vcsa67.belpsb.by	06.12.25 06:30:00	11243	1.66	531	0	42	134205436	0.99	0	401
AIRFLOW1	vcsa67.belpsb.by	06.12.25 07:00:00	11497	1.82	584	0	65	134205436	1.02	0	457
AIRFLOW1	vcsa67.belpsb.by	06.12.25 07:30:00	10933	1.66	532	0	42	134205436	0.99	0	405
AIRFLOW1	vcsa67.belpsb.by	06.12.25 08:00:00	11829	1.83	588	0	67	134205436	0.99	0	459
AIRFLOW1	vcsa67.belpsb.by	06.12.25 08:30:00	11008	1.66	534	0	42	134205436	1.07	0	405
AIRFLOW1	vcsa67.belpsb.by	06.12.25 09:00:00	11218	1.83	587	0	66	134205436	0.99	0	456
AIRFLOW1	vcsa67.belpsb.by	06.12.25 09:30:00	11310	1.64	528	0	42	134205436	0.99	0	399
AIRFLOW1	vcsa67.belpsb.by	06.12.25 10:00:00	11034	1.81	580	0	65	134205436	0.99	0	456
AIRFLOW1	vcsa67.belpsb.by	06.12.25 10:30:00	10883	1.66	533	0	42	134205436	1.02	0	405
AIRFLOW1	vcsa67.belpsb.by	06.12.25 11:00:00	11599	1.83	587	0	65	134205436	0.99	0	458
AIRFLOW1	vcsa67.belpsb.by	06.12.25 11:30:00	11013	1.66	531	0	42	134205436	0.99	0	403
AIRFLOW1	vcsa67.belpsb.by	06.12.25 12:00:00	11378	1.86	596	0	66	134205436	0.99	0	455
AIRFLOW1	vcsa67.belpsb.by	06.12.25 12:30:00	11468	1.66	533	0	43	134205436	0.99	0	399
AIRFLOW1	vcsa67.belpsb.by	06.12.25 13:00:00	12409	1.84	592	0	68	134205436	0.99	0	456
AIRFLOW1	vcsa67.belpsb.by	06.12.25 13:30:00	11970	1.69	542	0	44	134205436	0.99	0	405
AIRFLOW1	vcsa67.belpsb.by	06.12.25 14:00:00	14674	6.29	2014	0	121	134205436	1.07	0	1644
AIRFLOW1	vcsa67.belpsb.by	06.12.25 14:30:00	12046	2.09	673	0	86	134205436	1.11	0	666
AIRFLOW1	vcsa67.belpsb.by	06.12.25 15:00:00	14659	5.3	1697	0	137	134205436	1.09	0	1609
AIRFLOW1	vcsa67.belpsb.by	06.12.25 15:30:00	11799	2.02	649	0	89	134205436	1.09	0	652
AIRFLOW1	vcsa67.belpsb.by	06.12.25 16:00:00	11855	2.07	666	0	87	134205436	1.02	0	596
AIRFLOW1	vcsa67.belpsb.by	06.12.25 16:30:00	11146	1.71	550	0	43	134205436	1.02	0	447
AIRFLOW1	vcsa67.belpsb.by	06.12.25 17:00:00	11234	1.88	605	0	66	134205436	0.99	0	506
AIRFLOW1	vcsa67.belpsb.by	06.12.25 17:30:00	10724	1.72	552	0	43	134205436	1.11	0	452
AIRFLOW1	vcsa67.belpsb.by	06.12.25 18:00:00	11077	1.85	595	0	66	134205436	0.99	0	495
AIRFLOW1	vcsa67.belpsb.by	06.12.25 18:30:00	10513	1.73	556	0	43	134205436	0.99	0	451
AIRFLOW1	vcsa67.belpsb.by	06.12.25 19:00:00	11689	1.9	608	0	65	134205436	0.99	0	505
AIRFLOW1	vcsa67.belpsb.by	06.12.25 19:30:00	10925	1.72	551	0	43	134205436	0.99	0	446
AIRFLOW1	vcsa67.belpsb.by	06.12.25 20:00:00	11231	1.88	602	0	66	134205436	0.99	0	503
AIRFLOW1	vcsa67.belpsb.by	06.12.25 20:30:00	11493	1.72	554	0	43	134205436	0.99	0	450
AIRFLOW1	vcsa67.belpsb.by	06.12.25 21:00:00	11310	1.88	604	0	66	134205436	0.99	0	505
AIRFLOW1	vcsa67.belpsb.by	06.12.25 21:30:00	10767	1.71	550	0	42	134205436	0.99	0	451
AIRFLOW1	vcsa67.belpsb.by	06.12.25 22:00:00	10741	1.87	601	0	107	134205436	1.02	0	503
AIRFLOW1	vcsa67.belpsb.by	06.12.25 22:30:00	10680	1.71	551	0	43	134205436	0.99	0	448
AIRFLOW1	vcsa67.belpsb.by	06.12.25 23:00:00	10468	1.86	597	0	78	134205436	0.99	0	505
AIRFLOW1	vcsa67.belpsb.by	06.12.25 23:30:00	10443	1.71	548	0	42	134205436	0.99	0	452
AIRFLOW1	vcsa67.belpsb.by	07.12.25 00:00:00	10981	1.87	600	0	96	134205436	0.99	0	508
AIRFLOW1	vcsa67.belpsb.by	07.12.25 00:30:00	11060	1.71	550	0	42	134205436	0.99	0	449
AIRFLOW1	vcsa67.belpsb.by	07.12.25 01:00:00	11749	1.88	603	0	68	134205436	1.06	0	499
AIRFLOW1	vcsa67.belpsb.by	07.12.25 01:30:00	11057	1.73	556	0	44	134205436	0.99	0	449
AIRFLOW1	vcsa67.belpsb.by	07.12.25 02:00:00	10988	1.87	599	0	68	134205436	1.11	0	506
AIRFLOW1	vcsa67.belpsb.by	07.12.25 02:30:00	11004	1.71	550	0	43	134205436	0.99	0	449
AIRFLOW1	vcsa67.belpsb.by	07.12.25 03:00:00	11275	1.87	600	0	66	134205436	0.99	0	498
AIRFLOW1	vcsa67.belpsb.by	07.12.25 03:30:00	10913	1.71	548	0	45	134205436	0.99	0	450
AIRFLOW1	vcsa67.belpsb.by	07.12.25 04:00:00	11120	1.87	599	0	74	134205436	0.99	0	507
AIRFLOW1	vcsa67.belpsb.by	07.12.25 04:30:00	10485	1.72	552	0	43	134205436	0.99	0	452
AIRFLOW1	vcsa67.belpsb.by	07.12.25 05:00:00	10790	1.84	591	0	67	134205436	0.99	0	496
AIRFLOW1	vcsa67.belpsb.by	07.12.25 05:30:00	10517	1.71	548	0	43	134205436	0.99	0	449
AIRFLOW1	vcsa67.belpsb.by	07.12.25 06:00:00	10528	1.84	592	0	68	134205436	0.99	0	500
AIRFLOW1	vcsa67.belpsb.by	07.12.25 06:30:00	9929	1.7	545	0	42	134205436	0.99	0	452
AIRFLOW1	vcsa67.belpsb.by	07.12.25 07:00:00	10886	1.87	599	0	74	134205436	1.02	0	506
AIRFLOW1	vcsa67.belpsb.by	07.12.25 07:30:00	10266	1.69	543	0	43	134205436	0.99	0	448
AIRFLOW1	vcsa67.belpsb.by	07.12.25 08:00:00	10494	1.86	596	0	69	134205436	1.09	0	500
AIRFLOW1	vcsa67.belpsb.by	07.12.25 08:30:00	10273	1.69	544	0	42	134205436	1.06	0	452
AIRFLOW1	vcsa67.belpsb.by	07.12.25 09:00:00	10655	1.87	600	0	119	134205436	1.1	0	507
AIRFLOW1	vcsa67.belpsb.by	07.12.25 09:30:00	10434	1.7	547	0	42	134205436	0.99	0	449
AIRFLOW1	vcsa67.belpsb.by	07.12.25 10:00:00	11258	1.87	602	0	74	134205436	0.99	0	500
AIRFLOW1	vcsa67.belpsb.by	07.12.25 10:30:00	10652	1.73	556	0	42	134205436	0.99	0	455
AIRFLOW1	vcsa67.belpsb.by	07.12.25 11:00:00	11198	1.88	603	0	73	134205436	0.99	0	504
AIRFLOW1	vcsa67.belpsb.by	07.12.25 11:30:00	11335	1.72	551	0	42	134205436	0.99	0	446
AIRFLOW1	vcsa67.belpsb.by	07.12.25 12:00:00	11331	1.89	608	0	71	134205436	1.02	0	501
AIRFLOW1	vcsa67.belpsb.by	07.12.25 12:30:00	10620	1.7	548	0	42	134205436	0.99	0	452
AIRFLOW1	vcsa67.belpsb.by	07.12.25 13:00:00	10907	1.86	596	0	73	134205436	0.99	0	505
AIRFLOW1	vcsa67.belpsb.by	07.12.25 13:30:00	10655	1.7	547	0	45	134205436	1.02	0	447
AIRFLOW1	vcsa67.belpsb.by	07.12.25 14:00:00	10977	1.89	606	0	75	134205436	1.03	0	511
AIRFLOW1	vcsa67.belpsb.by	07.12.25 14:30:00	10753	1.69	543	0	42	134205436	1.08	0	448
AIRFLOW1	vcsa67.belpsb.by	07.12.25 15:00:00	10449	1.87	599	0	72	134205436	0.99	0	504
AIRFLOW1	vcsa67.belpsb.by	07.12.25 15:30:00	11100	1.72	554	0	43	134205436	0.99	0	451
AIRFLOW1	vcsa67.belpsb.by	07.12.25 16:00:00	11215	1.88	604	0	71	134205436	0.99	0	506
AIRFLOW1	vcsa67.belpsb.by	07.12.25 16:30:00	10589	1.71	548	0	42	134205436	0.99	0	451
AIRFLOW1	vcsa67.belpsb.by	07.12.25 17:00:00	10961	1.86	597	0	72	134205436	0.99	0	502
AIRFLOW1	vcsa67.belpsb.by	07.12.25 17:30:00	9581	1.68	539	0	42	134205436	0.99	0	448
AIRFLOW1	vcsa67.belpsb.by	07.12.25 18:00:00	10818	1.87	601	0	70	134205436	0.99	0	506
AIRFLOW1	vcsa67.belpsb.by	07.12.25 18:30:00	10431	1.72	552	0	42	134205436	0.99	0	451
AIRFLOW1	vcsa67.belpsb.by	07.12.25 19:00:00	11730	1.87	601	0	69	134205436	0.99	0	500
AIRFLOW1	vcsa67.belpsb.by	07.12.25 19:30:00	10688	1.7	547	0	42	134205436	0.99	0	448
AIRFLOW1	vcsa67.belpsb.by	07.12.25 20:00:00	11072	1.87	600	0	70	134205436	1.13	0	505
AIRFLOW1	vcsa67.belpsb.by	07.12.25 20:30:00	11251	1.72	552	0	42	134205436	1.02	0	450
AIRFLOW1	vcsa67.belpsb.by	07.12.25 21:00:00	10841	1.84	593	0	69	134205436	0.99	0	494
AIRFLOW1	vcsa67.belpsb.by	07.12.25 21:30:00	11089	1.73	555	0	42	134205436	0.99	0	451
AIRFLOW1	vcsa67.belpsb.by	07.12.25 22:00:00	10691	1.87	601	0	69	134205436	1.06	0	500
AIRFLOW1	vcsa67.belpsb.by	07.12.25 22:30:00	9896	1.68	540	0	42	134205436	0.99	0	448
AIRFLOW1	vcsa67.belpsb.by	07.12.25 23:00:00	10138	1.86	598	0	67	134205436	0.99	0	505
AIRFLOW1	vcsa67.belpsb.by	07.12.25 23:30:00	9937	1.71	548	0	42	134205436	0.99	0	452
AIRFLOW2	vcsa67.belpsb.by	04.12.25 15:00:00	16746	20.34	6512	0	1935	43459087	3.73	0	1849
AIRFLOW2	vcsa67.belpsb.by	04.12.25 15:30:00	12912	12.48	3994	0	497	43500428	2.69	0	660
AIRFLOW2	vcsa67.belpsb.by	04.12.25 16:00:00	12710	12.31	3942	0	453	43526779	2.91	0	638
AIRFLOW2	vcsa67.belpsb.by	04.12.25 16:30:00	8996	7.09	2271	0	25	43530913	2.29	0	167
AIRFLOW2	vcsa67.belpsb.by	04.12.25 17:00:00	9856	8.59	2750	0	29	43535699	2.39	0	245
AIRFLOW2	vcsa67.belpsb.by	04.12.25 17:30:00	8430	6.16	1974	0	21	43547577	1.81	0	124
AIRFLOW2	vcsa67.belpsb.by	04.12.25 18:00:00	9041	7.12	2279	0	26	43555619	2.36	0	201
AIRFLOW2	vcsa67.belpsb.by	04.12.25 18:30:00	8385	6.26	2004	0	23	43562952	1.89	0	129
AIRFLOW2	vcsa67.belpsb.by	04.12.25 19:00:00	8654	7.21	2307	0	26	43572391	2.96	0	176
AIRFLOW2	vcsa67.belpsb.by	04.12.25 19:30:00	8407	6.15	1972	0	20	43579871	1.94	0	122
AIRFLOW2	vcsa67.belpsb.by	04.12.25 20:00:00	8916	7.12	2281	0	26	43588205	1.67	0	178
AIRFLOW2	vcsa67.belpsb.by	04.12.25 20:30:00	8455	6.12	1959	0	23	43596298	1.92	0	122
AIRFLOW2	vcsa67.belpsb.by	04.12.25 21:00:00	8733	7.17	2296	0	25	43604103	1.78	0	177
AIRFLOW2	vcsa67.belpsb.by	04.12.25 21:30:00	8213	6.12	1961	0	22	43608199	1.72	0	122
AIRFLOW2	vcsa67.belpsb.by	04.12.25 22:00:00	8522	7.13	2283	0	27	43616571	2.42	0	177
AIRFLOW2	vcsa67.belpsb.by	04.12.25 22:30:00	8291	6.11	1959	0	23	43623914	1.87	0	123
AIRFLOW2	vcsa67.belpsb.by	04.12.25 23:00:00	8717	7.14	2286	0	26	43637756	2.33	0	176
AIRFLOW2	vcsa67.belpsb.by	04.12.25 23:30:00	8458	6.17	1977	0	23	43663516	1.47	0	123
AIRFLOW2	vcsa67.belpsb.by	05.12.25 00:00:00	9286	7.11	2278	0	70	43678558	2.79	0	177
AIRFLOW2	vcsa67.belpsb.by	05.12.25 00:30:00	8246	6.15	1968	0	19	43705341	1.72	0	121
AIRFLOW2	vcsa67.belpsb.by	05.12.25 01:00:00	8702	7.18	2300	0	24	43718686	1.91	0	178
AIRFLOW2	vcsa67.belpsb.by	05.12.25 01:30:00	8300	6.09	1949	0	33	43719391	1.81	0	122
AIRFLOW2	vcsa67.belpsb.by	05.12.25 02:00:00	8855	7.12	2282	0	24	43719404	2.57	0	178
AIRFLOW2	vcsa67.belpsb.by	05.12.25 02:30:00	8116	6.16	1973	0	19	43719404	2.02	0	122
AIRFLOW2	vcsa67.belpsb.by	05.12.25 03:00:00	8444	7.11	2276	0	25	43719404	1.85	0	176
AIRFLOW2	vcsa67.belpsb.by	05.12.25 03:30:00	8016	6.1	1954	0	20	43719404	2	0	123
AIRFLOW2	vcsa67.belpsb.by	05.12.25 04:00:00	8573	7.09	2269	0	23	43719372	2.27	0	179
AIRFLOW2	vcsa67.belpsb.by	05.12.25 04:30:00	7990	6.17	1976	0	21	43719400	1.74	0	121
AIRFLOW2	vcsa67.belpsb.by	05.12.25 05:00:00	8586	7.17	2296	0	24	43719400	2.12	0	177
AIRFLOW2	vcsa67.belpsb.by	05.12.25 05:30:00	7712	6.13	1962	0	21	43719420	1.62	0	122
AIRFLOW2	vcsa67.belpsb.by	05.12.25 06:00:00	8363	7.07	2264	0	26	43719436	1.97	0	176
AIRFLOW2	vcsa67.belpsb.by	05.12.25 06:30:00	8045	6.22	1993	0	21	43719436	1.47	0	122
AIRFLOW2	vcsa67.belpsb.by	05.12.25 07:00:00	8572	7.15	2291	0	25	43719213	2.17	0	176
AIRFLOW2	vcsa67.belpsb.by	05.12.25 07:30:00	8314	6.12	1960	0	20	43717384	1.81	0	122
AIRFLOW2	vcsa67.belpsb.by	05.12.25 08:00:00	8489	7.18	2298	0	24	43717391	2.01	0	175
AIRFLOW2	vcsa67.belpsb.by	05.12.25 08:30:00	8234	6.23	1996	0	20	43717388	1.6	0	129
AIRFLOW2	vcsa67.belpsb.by	05.12.25 09:00:00	10867	11.96	3829	0	61	43717392	3.33	0	430
AIRFLOW2	vcsa67.belpsb.by	05.12.25 09:30:00	15751	29.37	9400	0	914	43721687	4.19	0	1975
AIRFLOW2	vcsa67.belpsb.by	05.12.25 10:00:00	13122	12.46	3989	0	106	43738502	3.41	0	692
AIRFLOW2	vcsa67.belpsb.by	05.12.25 10:30:00	12661	15.01	4805	0	448	43842135	3.96	0	1070
AIRFLOW2	vcsa67.belpsb.by	05.12.25 11:00:00	15413	22.54	7215	0	871	43988814	3.83	0	1670
AIRFLOW2	vcsa67.belpsb.by	05.12.25 11:30:00	17363	31.82	10184	0	1663	52680918	11.9	0	42427
AIRFLOW2	vcsa67.belpsb.by	05.12.25 12:00:00	12968	23.99	7679	0	288	87502820	7.55	0	2520
AIRFLOW2	vcsa67.belpsb.by	05.12.25 12:30:00	11363	18.97	6072	0	276	87502820	3.4	0	1797
AIRFLOW2	vcsa67.belpsb.by	05.12.25 13:00:00	12046	9.98	3196	0	265	87502820	3.15	0	486
AIRFLOW2	vcsa67.belpsb.by	05.12.25 13:30:00	16957	27.84	8911	3	89226	104771680	35.45	0	356495
AIRFLOW2	vcsa67.belpsb.by	05.12.25 14:00:00	15228	18.96	6070	0	21329	134205440	30.29	0	69820
AIRFLOW2	vcsa67.belpsb.by	05.12.25 14:30:00	13039	11.74	3759	0	693	134205440	3.22	0	815
AIRFLOW2	vcsa67.belpsb.by	05.12.25 15:00:00	13647	13.78	4411	0	785	134205440	3.42	0	1146
AIRFLOW2	vcsa67.belpsb.by	05.12.25 15:30:00	17385	20.55	6577	0	1712	134205440	5.27	0	1849
AIRFLOW2	vcsa67.belpsb.by	05.12.25 16:00:00	18222	22.47	7192	0	1807	134205440	5.46	0	2148
AIRFLOW2	vcsa67.belpsb.by	05.12.25 16:30:00	14463	16.15	5169	0	1053	134205440	2.44	0	1314
AIRFLOW2	vcsa67.belpsb.by	05.12.25 17:00:00	13101	11.53	3693	0	460	134205440	3.41	0	701
AIRFLOW2	vcsa67.belpsb.by	05.12.25 17:30:00	11806	9.42	3018	0	376	134205440	2.13	0	436
AIRFLOW2	vcsa67.belpsb.by	05.12.25 18:00:00	12559	10.45	3347	0	371	134205440	2.51	0	491
AIRFLOW2	vcsa67.belpsb.by	05.12.25 18:30:00	12067	9.39	3007	0	377	134205440	2.33	0	434
AIRFLOW2	vcsa67.belpsb.by	05.12.25 19:00:00	12178	10.49	3361	0	381	134205298	3.29	0	493
AIRFLOW2	vcsa67.belpsb.by	05.12.25 19:30:00	11649	9.46	3029	0	367	134205293	1.88	0	436
AIRFLOW2	vcsa67.belpsb.by	05.12.25 20:00:00	12072	10.5	3362	0	382	134205296	2.55	0	489
AIRFLOW2	vcsa67.belpsb.by	05.12.25 20:30:00	11913	9.47	3033	0	387	134205296	2.45	0	438
AIRFLOW2	vcsa67.belpsb.by	05.12.25 21:00:00	12367	10.49	3359	0	372	134205293	2.34	0	488
AIRFLOW2	vcsa67.belpsb.by	05.12.25 21:30:00	12241	9.51	3045	0	615	134205294	2.04	0	436
AIRFLOW2	vcsa67.belpsb.by	05.12.25 22:00:00	12197	10.44	3343	0	383	134205296	3.04	0	494
AIRFLOW2	vcsa67.belpsb.by	05.12.25 22:30:00	12087	9.5	3040	0	377	134205313	2.3	0	438
AIRFLOW2	vcsa67.belpsb.by	05.12.25 23:00:00	12473	10.5	3362	0	372	134205316	2.35	0	491
AIRFLOW2	vcsa67.belpsb.by	05.12.25 23:30:00	11598	9.47	3031	0	388	134205316	2.36	0	435
AIRFLOW2	vcsa67.belpsb.by	06.12.25 00:00:00	12515	10.49	3360	0	453	134205316	3.08	0	495
AIRFLOW2	vcsa67.belpsb.by	06.12.25 00:30:00	11707	9.46	3028	0	378	134205316	2	0	437
AIRFLOW2	vcsa67.belpsb.by	06.12.25 01:00:00	12061	10.44	3342	0	369	134205316	2.54	0	491
AIRFLOW2	vcsa67.belpsb.by	06.12.25 01:30:00	11572	9.42	3017	0	465	134205316	2.28	0	435
AIRFLOW2	vcsa67.belpsb.by	06.12.25 02:00:00	12195	10.46	3350	0	385	134205316	1.93	0	495
